R_fighter,B_fighter,TOTAL_KD,TOTAL_SIG_STR_LAND,TOTAL_SIG_STR_ATT,TOTAL_SIG_STR_ACC,TOTAL_TD_LAND,TOTAL_TD_ATT,TOTAL_TD_ACC,TOTAL_SUB_ATT,TOTAL_HEAD_STR_LAND,TOTAL_HEAD_STR_ATT,TOTAL_HEAD_STR_ACC,TOTAL_BODY_STR_LAND,TOTAL_BODY_STR_ATT,TOTAL_BODY_STR_ACC,TOTAL_LEG_STR_LAND,TOTAL_LEG_STR_ATT,TOTAL_LEG_STR_ACC,TOTAL_DISTANCE_STR_LAND,TOTAL_DISTANCE_STR_ATT,TOTAL_DISTANCE_STR_ACC,TOTAL_CLINCH_STR_LAND,TOTAL_CLINCH_STR_ATT,TOTAL_CLINCH_STR_ACC,TOTAL_GROUND_STR_LAND,TOTAL_GROUND_STR_ATT,TOTAL_GROUND_STR_ACC,Referee,year,location,Fight_type,Winner
Manel Kape,Matheus Nicolau,0,116,252,0.46031746,2,9,0.222222222,1,64,186,0.344086022,31,42,0.738095238,21,24,0.875,108,241,0.44813278,3,4,0.75,5,7,0.714285714,,2021,"Las Vegas, Nevada, USA",Flyweight Bout,Matheus Nicolau
Misha Cirkunov,Ryan Spann,1,21,47,0.446808511,0,0,#DIV/0!,0,19,45,0.422222222,2,2,1,0,0,#DIV/0!,9,31,0.290322581,0,0,#DIV/0!,12,16,0.75,Mark Smith,2021,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Ryan Spann
Leon Edwards,Belal Muhammad,0,27,65,0.415384615,0,1,0,0,17,52,0.326923077,6,9,0.666666667,4,4,1,25,61,0.409836066,2,4,0.5,0,0,#DIV/0!,Herb Dean,2021,"Las Vegas, Nevada, USA",Welterweight Bout,
Charles Jourdain,Marcelo Rojo,2,180,424,0.424528302,1,3,0.333333333,0,93,313,0.297124601,43,64,0.671875,44,47,0.936170213,136,350,0.388571429,25,35,0.714285714,19,39,0.487179487,Mark Smith,2021,"Las Vegas, Nevada, USA",Featherweight Bout,Charles Jourdain
Eryk Anders,Darren Stewart,1,58,105,0.552380952,3,7,0.428571429,0,45,89,0.505617978,5,5,1,8,11,0.727272727,28,70,0.4,15,18,0.833333333,15,17,0.882352941,Herb Dean,2021,"Las Vegas, Nevada, USA",Middleweight Bout,
Angela Hill,Ashley Yoder,0,111,251,0.442231076,3,9,0.333333333,0,43,148,0.290540541,46,75,0.613333333,22,28,0.785714286,81,213,0.38028169,29,34,0.852941176,1,4,0.25,Mike Beltran,2021,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Angela Hill
Jonathan Martinez,Davey Grant,2,77,181,0.425414365,0,1,0,0,30,121,0.247933884,24,36,0.666666667,23,24,0.958333333,72,174,0.413793103,0,0,#DIV/0!,5,7,0.714285714,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Bantamweight Bout,Davey Grant
Dan Ige,Gavin Tucker,1,2,5,0.4,0,0,#DIV/0!,0,1,4,0.25,0,0,#DIV/0!,1,1,1,2,5,0.4,0,0,#DIV/0!,0,0,#DIV/0!,Mike Beltran,2021,"Las Vegas, Nevada, USA",Featherweight Bout,Dan Ige
Nasrat Haqparast,Rafa Garcia,0,151,434,0.347926267,0,5,0,0,92,356,0.258426966,53,69,0.768115942,6,9,0.666666667,147,428,0.343457944,4,6,0.666666667,0,0,#DIV/0!,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Lightweight Bout,Nasrat Haqparast
Cortney Casey,JJ Aldrich,0,100,211,0.473933649,4,8,0.5,0,76,181,0.419889503,13,18,0.722222222,11,12,0.916666667,81,178,0.45505618,14,24,0.583333333,5,9,0.555555556,Mark Smith,2021,"Las Vegas, Nevada, USA",Women's Flyweight Bout,JJ Aldrich
Matthew Semelsberger,Jason Witt,1,7,9,0.777777778,0,0,#DIV/0!,0,4,6,0.666666667,0,0,#DIV/0!,3,3,1,6,6,1,0,0,#DIV/0!,1,3,0.333333333,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Welterweight Bout,Matthew Semelsberger
Rani Yahya,Ray Rodriguez,0,11,31,0.35483871,2,4,0.5,1,2,19,0.105263158,2,4,0.5,7,8,0.875,11,31,0.35483871,0,0,#DIV/0!,0,0,#DIV/0!,Herb Dean,2021,"Las Vegas, Nevada, USA",Bantamweight Bout,Rani Yahya
Gloria de Paula,Jinh Yu Frey,0,55,142,0.387323944,2,3,0.666666667,2,28,110,0.254545455,10,14,0.714285714,17,18,0.944444444,44,129,0.341085271,5,5,1,6,8,0.75,Mike Beltran,2021,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Jinh Yu Frey
Dominick Cruz,Casey Kenney,0,163,395,0.412658228,2,11,0.181818182,0,92,299,0.307692308,34,54,0.62962963,37,42,0.880952381,157,388,0.404639175,6,6,1,0,1,0,Jason Herzog,2021,"Las Vegas, Nevada, USA",Bantamweight Bout,Dominick Cruz
Song Yadong,Kyler Phillips,0,126,303,0.415841584,3,5,0.6,0,77,232,0.331896552,36,55,0.654545455,13,16,0.8125,121,295,0.410169492,2,3,0.666666667,3,5,0.6,Mark Smith,2021,"Las Vegas, Nevada, USA",Bantamweight Bout,Kyler Phillips
Petr Yan,Aljamain Sterling,1,183,367,0.498637602,8,24,0.333333333,0,88,250,0.352,64,84,0.761904762,31,33,0.939393939,143,313,0.45686901,25,32,0.78125,15,22,0.681818182,Mark Smith,2021,"Las Vegas, Nevada, USA",UFC Bantamweight Title Bout,Aljamain Sterling
Jan Blachowicz,Israel Adesanya,0,185,354,0.52259887,3,5,0.6,0,99,248,0.399193548,46,56,0.821428571,40,50,0.8,162,327,0.495412844,6,7,0.857142857,17,20,0.85,Herb Dean,2021,"Las Vegas, Nevada, USA",UFC Light Heavyweight Title Bout,Jan Blachowicz
Thiago Santos,Aleksandar Rakic,0,85,186,0.456989247,0,3,0,0,18,88,0.204545455,36,49,0.734693878,31,49,0.632653061,64,164,0.390243902,21,22,0.954545455,0,0,#DIV/0!,Herb Dean,2021,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Aleksandar Rakic
Joseph Benavidez,Askar Askarov,0,104,202,0.514851485,5,6,0.833333333,0,52,122,0.426229508,35,59,0.593220339,17,21,0.80952381,91,185,0.491891892,8,10,0.8,5,7,0.714285714,Jason Herzog,2021,"Las Vegas, Nevada, USA",Flyweight Bout,Askar Askarov
Amanda Nunes,Megan Anderson,0,20,30,0.666666667,0,1,0,2,15,25,0.6,1,1,1,4,4,1,12,21,0.571428571,0,0,#DIV/0!,8,9,0.888888889,Jason Herzog,2021,"Las Vegas, Nevada, USA",UFC Women's Featherweight Title Bout,Amanda Nunes
Islam Makhachev,Drew Dober,0,25,45,0.555555556,3,4,0.75,2,17,37,0.459459459,5,5,1,3,3,1,11,28,0.392857143,2,2,1,12,15,0.8,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Lightweight Bout,Islam Makhachev
Tim Elliott,Jordan Espinosa,0,38,69,0.550724638,4,7,0.571428571,0,21,45,0.466666667,14,18,0.777777778,3,6,0.5,10,32,0.3125,10,14,0.714285714,18,23,0.782608696,Mark Smith,2021,"Las Vegas, Nevada, USA",Flyweight Bout,Tim Elliott
Livinha Souza,Amanda Lemos,2,30,53,0.566037736,0,0,#DIV/0!,0,22,41,0.536585366,3,6,0.5,5,6,0.833333333,13,29,0.448275862,0,0,#DIV/0!,17,24,0.708333333,Jason Herzog,2021,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Amanda Lemos
Rogerio Bontorin,Kai Kara-France,1,19,39,0.487179487,1,1,1,2,13,33,0.393939394,3,3,1,3,3,1,16,36,0.444444444,2,2,1,1,1,1,Herb Dean,2021,"Las Vegas, Nevada, USA",Flyweight Bout,Kai Kara-France
Uros Medic,Aalon Cruz,1,45,66,0.681818182,0,2,0,0,43,63,0.682539683,1,2,0.5,1,1,1,7,11,0.636363636,3,3,1,35,52,0.673076923,Mark Smith,2021,"Las Vegas, Nevada, USA",Lightweight Bout,Uros Medic
Kennedy Nzechukwu,Carlos Ulberg,1,228,375,0.608,0,1,0,0,182,319,0.570532915,32,41,0.780487805,14,15,0.933333333,204,342,0.596491228,17,25,0.68,7,8,0.875,Herb Dean,2021,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Kennedy Nzechukwu
Sean Brady,Jake Matthews,0,58,152,0.381578947,1,1,1,1,40,128,0.3125,4,8,0.5,14,16,0.875,40,131,0.305343511,0,0,#DIV/0!,18,21,0.857142857,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Welterweight Bout,Sean Brady
Mario Bautista,Trevin Jones,1,44,72,0.611111111,0,3,0,0,22,45,0.488888889,7,12,0.583333333,15,15,1,33,57,0.578947368,7,9,0.777777778,4,6,0.666666667,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Bantamweight Bout,Trevin Jones
Jairzinho Rozenstruik,Ciryl Gane,0,144,280,0.514285714,2,14,0.142857143,0,47,152,0.309210526,28,38,0.736842105,69,90,0.766666667,136,269,0.505576208,7,10,0.7,1,1,1,Herb Dean,2021,"Las Vegas, Nevada, USA",Heavyweight Bout,Ciryl Gane
Montana De La Rosa,Mayra Bueno Silva,0,82,152,0.539473684,3,12,0.25,1,47,109,0.431192661,33,39,0.846153846,2,4,0.5,43,103,0.417475728,34,42,0.80952381,5,7,0.714285714,Jerin Valel,2021,"Las Vegas, Nevada, USA",Women's Flyweight Bout,
Vince Cachero,Ronnie Lawrence,0,92,167,0.550898204,8,11,0.727272727,1,61,125,0.488,17,25,0.68,14,17,0.823529412,32,84,0.380952381,10,14,0.714285714,50,69,0.724637681,Jerin Valel,2021,"Las Vegas, Nevada, USA",Bantamweight Bout,Ronnie Lawrence
Alexander Hernandez,Thiago Moises,0,103,388,0.265463918,0,1,0,0,51,307,0.166123779,23,44,0.522727273,29,37,0.783783784,103,387,0.266149871,0,1,0,0,0,#DIV/0!,Mark Smith,2021,"Las Vegas, Nevada, USA",Lightweight Bout,Thiago Moises
Pedro Munhoz,Jimmie Rivera,0,159,387,0.410852713,1,5,0.2,0,83,283,0.293286219,23,35,0.657142857,53,69,0.768115942,158,386,0.409326425,1,1,1,0,0,#DIV/0!,Herb Dean,2021,"Las Vegas, Nevada, USA",Bantamweight Bout,Pedro Munhoz
Alex Caceres,Kevin Croom,0,64,119,0.537815126,2,17,0.117647059,1,43,93,0.462365591,12,15,0.8,9,11,0.818181818,44,92,0.47826087,14,19,0.736842105,6,8,0.75,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Featherweight Bout,Alex Caceres
Alexis Davis,Sabina Mazo,0,113,248,0.455645161,3,4,0.75,0,58,186,0.311827957,9,12,0.75,46,50,0.92,110,243,0.452674897,0,0,#DIV/0!,3,5,0.6,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Alexis Davis
Nikita Krylov,Magomed Ankalaev,0,90,212,0.424528302,4,15,0.266666667,0,55,161,0.341614907,26,41,0.634146341,9,10,0.9,74,192,0.385416667,4,6,0.666666667,12,14,0.857142857,Mark Smith,2021,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Magomed Ankalaev
Dustin Jacoby,Maxim Grishin,2,123,293,0.419795222,0,2,0,0,56,198,0.282828283,15,31,0.483870968,52,64,0.8125,114,277,0.411552347,4,9,0.444444444,5,7,0.714285714,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Dustin Jacoby
Aleksei Oleinik,Chris Daukaus,0,39,66,0.590909091,0,1,0,0,35,62,0.564516129,3,3,1,1,1,1,33,59,0.559322034,2,3,0.666666667,4,4,1,Herb Dean,2021,"Las Vegas, Nevada, USA",Heavyweight Bout,Chris Daukaus
Charles Rosa,Darrick Minner,1,60,85,0.705882353,4,6,0.666666667,5,44,66,0.666666667,9,9,1,7,10,0.7,29,48,0.604166667,5,7,0.714285714,26,30,0.866666667,Mark Smith,2021,"Las Vegas, Nevada, USA",Featherweight Bout,Darrick Minner
Phil Hawes,Nassourdine Imavov,0,88,147,0.598639456,4,7,0.571428571,0,52,102,0.509803922,21,26,0.807692308,15,19,0.789473684,52,104,0.5,34,41,0.829268293,2,2,1,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Middleweight Bout,Phil Hawes
Curtis Blaydes,Derrick Lewis,1,35,75,0.466666667,0,3,0,0,24,63,0.380952381,4,5,0.8,7,7,1,29,67,0.432835821,4,6,0.666666667,2,2,1,Herb Dean,2021,"Las Vegas, Nevada, USA",Heavyweight Bout,Derrick Lewis
Eddie Wineland,John Castaneda,1,59,123,0.479674797,1,1,1,0,33,84,0.392857143,7,13,0.538461538,19,26,0.730769231,50,112,0.446428571,2,2,1,7,9,0.777777778,Jason Herzog,2021,"Las Vegas, Nevada, USA",Bantamweight Bout,John Castaneda
Andrei Arlovski,Tom Aspinall,0,57,115,0.495652174,1,1,1,1,30,84,0.357142857,13,16,0.8125,14,15,0.933333333,41,89,0.460674157,16,26,0.615384615,0,0,#DIV/0!,Mark Smith,2021,"Las Vegas, Nevada, USA",Heavyweight Bout,Tom Aspinall
Jared Gordon,Danny Chavez,0,121,244,0.495901639,3,8,0.375,0,64,180,0.355555556,24,28,0.857142857,33,36,0.916666667,105,222,0.472972973,7,9,0.777777778,9,13,0.692307692,Herb Dean,2021,"Las Vegas, Nevada, USA",Featherweight Bout,Jared Gordon
Ketlen Vieira,Yana Kunitskaya,0,54,76,0.710526316,3,8,0.375,0,10,25,0.4,33,39,0.846153846,11,12,0.916666667,11,22,0.5,25,29,0.862068966,18,25,0.72,Jason Herzog,2021,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Yana Kunitskaya
Aiemann Zahabi,Drako Rodriguez,1,20,44,0.454545455,0,0,#DIV/0!,0,14,37,0.378378378,2,3,0.666666667,4,4,1,14,37,0.378378378,4,5,0.8,2,2,1,Mark Smith,2021,"Las Vegas, Nevada, USA",Bantamweight Bout,Aiemann Zahabi
Serghei Spivac,Jared Vanderaa,0,64,96,0.666666667,3,3,1,0,59,91,0.648351648,3,3,1,2,2,1,18,39,0.461538462,2,2,1,44,55,0.8,Chris Tognoni,2021,"Las Vegas, Nevada, USA",Heavyweight Bout,Serghei Spivac
Nate Landwehr,Julian Erosa,1,24,37,0.648648649,0,0,#DIV/0!,0,16,27,0.592592593,3,4,0.75,5,6,0.833333333,18,28,0.642857143,5,8,0.625,1,1,1,Mark Smith,2021,"Las Vegas, Nevada, USA",Featherweight Bout,Julian Erosa
